file	beg	end	text	speaker
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	251.72	259.559	at his age, his white hair, the red veins of his face, Sex and liquor seemed to be his main concerns.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	260.549	266.32	This friend of mine's window faced the hospital. These two nurses giving it to, to each other with a rubber cock.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	267.51	269.809	Sex and liquor fill his talk.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	270.07	274.149	His Sundays with his married daughter in Walnut Creek. Her kids	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	274.95	283.059	beatniks, queers, foreign cars. Those track stars, Willie Mays, they're all black. Those fucking shines	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	284.19	289.72	the red cheeks of his granddaughter. His Irish week, his nights in front of the TV.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	290	292.299	His wife wakes him when he falls asleep	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	292.489	294.829	and they turn off the set and go to bed	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	295.66	297.769	almost every time there's someone	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	298.48	301.359	I cut his hair last week. Next thing I hear he took a heart attack.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	305.19	306.529	One brother's dead,	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	306.809	310.869	an alcoholic who fell down once and bled all over Elmer's car.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	311.26	313.23	Barbara's eyes that day. A	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	313.94	318.73	second brother's hassles with the va I saw that one shuffle out of the place. One afternoon.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	319.529	321.95	The fortunate Barber reads the newspaper.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	322.22	323.85	He stands in his doorway.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	324.679	326.22	He watches me go by	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	326.69	330.98	the back of my neck. The hair around my ears from day to day.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	331.45	336.619	The travel agent next door is another customer and most of the cops back and forth from central station.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	337.13	345.16	We walk by the shop throughout the week and he looks at the backs of our necks and our ears out there abroad in the main street.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	356.64	359.369	This one's called flour because they've come to be	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	363.45	366.489	late blooming marigolds, nasturtiums	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	366.799	370.29	daisies yawning on a Sunday morning in the sunlight.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	370.869	371.97	It's October.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	372.459	375.89	We woke up this morning and they started putting the world together,	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	376.119	380.429	the sunlight on the wall in your hair, your eyes blinking	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	380.609	382.47	the air outside my window.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	383.239	384.429	Nasturtiums,	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	384.619	390.54	chrysanthemums late blooming marigold daisies yawning on a Sunday morning.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	391.19	392.429	You've entered this poll.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	392.97	396.64	You're leaning against the door jam, you've taken off your shoes,	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	397.359	399.279	the abstractions fall away	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	399.47	402.82	like shoes lying there by the door to my kitchen.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	403.459	409.709	You walk over to the window where I'm looking down at the house across the street, the colors of their roof,	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	409.94	414.839	late blooming miracles. Daisies yawning on a Sunday morning in the sunlight,	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	415.1	420.79	the rooftops, the tar flowers, the shingle bloom, the tile burning.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	421.579	422.779	It's October.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	422.959	430.049	We woke up this morning and they started putting the world together that fog to the north hiding what hasn't been made yet.	spk_0
s3://coghealth/poetry3/Bromige-David_Complete-Recording_With-Ron-Loewinsohn_SF_1-29-64.wav	431.14	434.359	By this afternoon, Aquatic Park will have been created.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	0.209	6.269	My mother was impressed with my articulation and that I could speak at all, much less make poetic conceptualizations about your birthday.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	6.639	8.869	In fact, I was obsessing on what it would be	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	9.109	15.869	in the big birthday book. You almost made the day of eccentricity along with Emily D but you pass that over for the day of abandon,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	16.079	26.67	total freedom. Same sign as Sinead o'connor, Mary Queen of Scots, Jim Morrison Flip Wilson alter ego, Geraldine, whom your grandmother of the same name was pur purported to have loved	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	26.92	29.69	and others of wild nature unable to be contained.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	30.079	55.549	You were also born in the year of the horse and as a Sagittarius, you are a double horsey ready to run and travel free. But I hope you'll stick close by me for a while because I love it. And even though last month, you're supposedly finally figured out we are separate bodies and identities, you or your own self from the beginning of focused, discerning light, so calm for a baby. You did cry though not as often as most we hear and you did not have that collar or colic,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	55.7	59.709	but any of the are of the undeniably sweet. Dis disposition.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	60.389	70.199	Anyway, as I was saying, I love you close by me. And when we we are together in bed, you nursing in the crook of my arm, I can imagine you are still attached to me as you were in the inside	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	70.459	79.529	and your fine smooth body, exceptionally fat, fair and pure is covered with fine patina of sweat. It is like you are still swimming in me	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	79.839	86.05	one time when you were kicking up a storm so strong in Vienna. When I was walking one night to catch the tram to meet your father,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	86.22	92.269	you kicked such a complex rhythm that I had to stop walking in order to process the polyphony.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	92.699	99.449	I noticed these couplets line are growing longer and longer. It's because I have so much to say to you and the headlong rush seems the way to go.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	99.68	108.73	If I am to attempt to catch up in all the varied strands of thought and experience that have transpired since your birth, making everything richer and more layered. I even had the feeling yesterday	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	108.989	114.419	that you had always been here, even though you've only been outside a little over half a year.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	114.599	120.8	Maybe you were always there in eternity or infinity. You met Destiny on the street the other day. And I said,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	121.139	132.69	Destiny meet reality and reality. Meet Destiny. And Destiny's mother laughed and told her friend how I looked around when she was calling out down Eighth Avenue. Destiny. Destiny	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	132.99	148.05	so many little happenings since you were born. And before now that art and life seem even more enmeshed. I think I'll go take a swim with you and your dad now in the L shaped pool with you and your bright pink swim diapers given to us unused by Stella.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	148.259	151.759	So many lovely Hand Me Downs and new things too.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	156.789	158.009	Had to work up to that one.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	159.889	162.27	I'll just, I'll just do like a few from this. And um	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	163.399	167.639	uh India is gonna read some, uh the 315 project that she	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	168	178.77	worked on. I wanted to read, um, a piece of mind. It's a, it's an interesting um project that Bernadette Mayer is another ins inspiration to, to us that um Laney referenced earlier.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	179.119	183.94	And she's also a way that Stein comes into this generation. She taught us a lot about	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	184.199	186.86	um Gertrude Stein's sort of conceptual,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	187.289	188.3	um, you know,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	189.35	191.889	ideas with the sentence and her play.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	192.22	198.839	Um But the, the definitions of the 315 project is a bunch of people writing every August at 315 in the morning	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	199.16	202.649	and it's going on for like, what, eight years or so, 10 years.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	202.86	205.77	I did the very first year, I think it was 93 or something like that.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	206.139	206.759	Um	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	207.029	211.63	So if you ever wanna join it, there's a website I think you can join up to do the 315 project.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	211.929	216.69	But this is the only thing I saved from this book out of that. And then the whole thing was published in their place. But	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	217.05	219.82	um this is definitions at 315	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	220.639	221.729	poetry,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	222.399	225.3	a condensed form of food and time	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	226.44	227.679	voice.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	228.119	229.619	My speech, Babe,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	230.639	231.539	Brain	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	232.24	234.139	a rain in bee	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	235	236	boat	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	236.399	238.5	toy. Bought a ted debt,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	239.479	240.669	solitude	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	240.91	242.979	Sun in a squeegee	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	243.86	244.94	modesty.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	245.389	246.889	The ruined package.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	247.58	248.809	Discourse,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	248.979	252.05	talking fancy without much, much to drink.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	255.35	256.019	And I'll just do	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	256.47	260.01	um, very short sample from this new book. Um, oh, before I forget	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	260.32	268.2	the Tinder Buttons books that are here tonight, um India's and Laney, I wanna, you know, if you want to pick them up, we'll give a special deal tonight. So please,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	268.47	272.809	um, usually like 1195 give them two for 10 bucks or	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	273.16	282.85	seven each if you want. Just one. So, um I wanna say that before I forget because we have, we brought them down from New York when you had to take them home with you and put them on your bedside. Another thing I like about, um	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	283.67	284.85	um, you know,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	285.47	287.42	Laney's work is the um	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	287.989	294.489	work with the botanical language, the language of flowers and, and of seeds and botany and science.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	294.709	296.649	And I, I did a lot of work with that. And then,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	297.16	300	um of course, I was attracted to	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	300.2	304.089	India's um work with sleep as a sort of transformative state.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	304.42	306.69	Um And we both use those	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	307	311.519	in our work. So I think that's one of the common threads and I want to read two poems that sort of link up with that.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	311.929	314.549	So um Encyclopedia Botanica	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	315.1	324.429	or this is sort of a title of my book or a Mother to be's book of Meltdown Anticipation and Scientific renderings of organic and theoretical forms	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	324.63	327.63	such as the way flowers lie in the bud.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	328.25	331.66	A permutation sinto of sinto consisting of painful	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	331.959	332.589	insufflation,	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	332.869	334.23	multiple estivate	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	334.75	337.239	the calculus of various inflorescence.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	337.44	345.07	My naive set theories as unordered pairs, vibratory odes in all manner of cross pollinating color ium	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	345.44	352.619	spores and how they grow in corkscrew contortion all imbued with entire new electric libraries of the body.	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	353.079	360.049	Herein find random factors of the strange attraction to hard science but also to soften it	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	360.549	364.109	previously failed materials and pick up works	spk_0
s3://coghealth/poetry3/Brown-Lee-Ann_Complete-Reading_Tender-Buttons-Press_UPenn_10-21-03.wav	364.39	370.609	illuminated maps of misreading. Specifically a trace study of my own peculiar vocabulary living in the dictionary.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	0.189	3.63	Fingers grasped the first magnificence.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	4.21	5.769	Gold interior	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	6.119	7.65	of turquoise eye	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	8.47	15.26	still displayed cold changed incomprehensibly late within	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	15.569	17.809	and hidden by the circle.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	18.03	18.79	The vow	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	26.18	35.479	where are thought this spelt upon the hand e of the handmaiden ghosts which fathomed, blinked and bothered no more.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	36.509	59.33	Thus, she begins were soothsayer say little said, little, say sooth sod or meaning to rewrite perplexity, possibly sworn to such the further fathoms of fabric swung so possibly sleep, so possibly supporting the dangers of small fish placed accordingly in our pockets. We set out	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	60.56	62.939	and nowhere beginning tapestries	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	63.599	64.639	early morning	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	64.87	66.5	dedications A s	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	68	69.569	weather maps broken.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	71.41	76.739	The relaxing figure draws a windowpane easily with deft blue finger.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	77.449	79.25	The glass trembles	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	79.589	81.459	body tangled in ivy.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	82.209	84.62	The interrupted moment returns	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	85.26	87.18	embeds itself in skin,	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	94.959	94.98	pa	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	95.459	95.94	incest,	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	97.4	99.599	put the rock crystal in the sun	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	99.86	102.76	and put the warm crystal on your eyes.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	102.97	104.18	If they are blurry,	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	105.309	110.43	the rock crystal eliminates the malicious fluids of uns shed tears.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	111.5	114.599	Its natural art originates from water	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	116.059	120.68	light in my eyes, pleads the psalmist lest I sleep	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	135.33	136.309	interlude.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	137.919	142.94	I dress my vowels oddly peaks covered with garments of birch.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	143.729	146.389	Simplicity is an even fitting	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	147.289	150.149	a diagram of snow to define white	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	150.699	154.47	not trembling linen maiden, no pleated	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	154.69	160.77	coif inherited but one deliberately unbound. Shall I separate? Even now?	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	161.16	163.009	Gold from circlet	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	163.72	165.699	interior from chamber	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	167.35	172.789	speech requires an opaque mistress whose steps appear mineral.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	173.69	176.779	A winter song closeted by staves,	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	184.509	185.61	sentencing.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	188.58	191.839	There is more waiting than one thought possible	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	192.169	194.46	began the female sentence.	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	195.039	197.32	But how then must one proceed?	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	198.449	203.149	Simply replied. The pair one proceeds. One need not wait,	spk_0
s3://coghealth/poetry3/Browne-Laynie_Complete-Reading_Contemporary-Writers-Series_Brown-University_3-11-09.wav	203.77	204.679	not wait,	spk_0
